customer_id,age,gender,marital_status,dependents,education,employment_type,monthly_income,annual_income,existing_loan,existing_loan_amount,monthly_debt,debt_to_income_ratio,savings,bank_balance,assets,credit_history,previous_loans,previous_defaults,payment_history,credit_utilization,credit_score,loan_type,requested_loan_amount,loan_term,interest_rate,collateral_value,approved_loan_amount,loan_status
100975,28,Female,Single,2,Graduate,Salaried,17141.25,200677.72,No,0.0,3516.39,0.2051,85148.19,62375.57,2029416.25,Good,0,0,98.11,0.356,736,Auto,1360648.63,60,14.55,720617.8,0.0,Rejected
100976,28,Male,Married,1,Graduate,Salaried,30837.85,378422.86,Yes,53208.75,4627.36,0.1501,928207.64,787560.18,1529554.16,Average,3,0,100.0,0.19,665,Personal,800238.32,60,15.02,0.0,118600.0,Approved
100977,49,Female,Married,2,Graduate,Business,55006.35,697421.66,No,0.0,8448.99,0.1536,674537.6,598069.47,2450065.76,Good,3,1,67.72,0.3355,634,Business,503086.59,72,16.0,560031.41,0.0,Rejected
100978,34,Male,Single,0,Graduate,Salaried,248548.32,2864642.16,Yes,368126.38,25942.95,0.1044,508760.42,144306.84,948611.23,Poor,1,0,72.63,0.3879,642,Home,1184094.97,36,16.05,1663363.22,1055500.0,Approved
100979,24,Male,Single,3,Postgraduate,Salaried,89071.31,1036792.05,No,0.0,48606.73,0.5457,208740.28,197737.91,368736.13,Good,1,0,82.5,0.2918,760,Personal,852455.1,12,16.4,0.0,0.0,Rejected
100980,42,Male,Married,0,Graduate,Salaried,39965.78,450019.73,No,0.0,18847.52,0.4716,121862.5,114268.04,1995904.19,Good,3,0,58.91,0.0879,717,Personal,319800.0,36,18.92,0.0,0.0,Rejected
100981,43,Male,Divorced,2,Graduate,Self-employed,39755.32,476845.38,No,0.0,21582.9,0.5429,1842751.24,1104280.77,2165513.32,Average,2,1,76.99,0.4131,612,Personal,1248068.85,36,19.5,0.0,0.0,Rejected
100982,23,Male,Married,2,Undergraduate,Contract,44601.84,540635.5,Yes,193717.67,11505.82,0.258,42142.52,27599.58,9835819.98,Good,4,0,100.0,0.4517,764,Education,2632743.89,60,18.58,0.0,0.0,Rejected
100983,40,Male,Married,2,Graduate,Self-employed,23125.01,287682.7,No,0.0,4861.82,0.2102,202380.05,96510.68,1370702.28,Average,4,0,66.16,0.2563,651,Education,1504694.0,60,15.55,0.0,0.0,Rejected
100984,45,Male,Divorced,0,Postgraduate,Contract,39949.66,487702.89,Yes,189874.17,15214.88,0.3809,743667.38,709350.79,12411807.11,Good,1,0,81.28,0.1115,766,Education,3337684.01,36,15.39,0.0,0.0,Rejected
100985,42,Male,Married,2,Postgraduate,Contract,83756.71,1009523.93,Yes,441211.34,7148.53,0.0853,280981.29,367070.84,603200.82,Average,4,0,64.39,0.277,702,Home,255983.59,60,19.51,247427.57,211300.0,Approved
100986,44,Male,Married,1,Graduate,Business,57388.87,695986.44,No,0.0,33697.17,0.5872,269225.57,175017.54,8169676.25,Good,1,0,100.0,0.11,753,Business,517247.28,36,18.52,675044.84,0.0,Rejected
100987,24,Female,Married,2,Graduate,Salaried,51933.51,638233.06,No,0.0,20657.16,0.3978,853833.55,585146.41,597207.87,Average,1,0,100.0,0.6355,674,Business,691853.1,84,19.74,490598.82,0.0,Rejected
100988,41,Male,Divorced,2,Graduate,Self-employed,102822.77,1175808.05,No,0.0,61165.6,0.5949,119954.95,93198.08,5930053.59,Good,3,0,76.09,,732,Business,338789.28,24,16.52,222894.87,0.0,Rejected
100989,35,Male,Single,0,Graduate,Self-employed,34976.26,424082.09,No,0.0,4851.23,0.1387,44124.21,28677.54,1761865.29,Good,1,0,67.6,0.0989,723,Personal,626016.7,72,15.91,0.0,165600.0,Approved
100990,33,Female,Married,1,Graduate,Salaried,82271.36,921873.15,Yes,829869.28,28780.04,0.3498,900725.02,404727.08,393152.52,Good,1,0,87.85,0.2048,727,Home,1196037.93,36,16.64,1730164.25,0.0,Rejected
100991,47,Male,Married,0,Graduate,Salaried,34713.28,435680.61,Yes,1403238.1,16260.4,0.4684,197231.57,136455.16,668687.9,Average,1,0,91.43,0.4285,684,Auto,562374.33,36,16.75,415392.88,0.0,Rejected
100992,53,Male,Single,1,Graduate,Contract,102646.32,1320904.36,No,0.0,22440.06,0.2186,414545.3,241452.47,1775807.73,Good,1,0,68.18,0.5574,660,Education,1302093.88,36,16.41,0.0,0.0,Rejected
100993,56,Female,Married,1,Graduate,Salaried,67330.45,789292.87,No,0.0,5377.07,0.0799,229274.08,276941.35,2599540.91,Good,2,0,73.43,0.3944,732,Home,320574.36,72,13.77,271188.57,0.0,Rejected
100994,51,Male,Married,4,Graduate,Business,71124.5,864471.69,No,0.0,16990.89,0.2389,144070.3,107595.39,1410688.34,Average,3,1,61.36,0.2255,665,Home,334754.42,36,15.8,230505.72,311900.0,Approved
100995,37,Female,Married,0,Graduate,Salaried,60359.57,747937.73,No,0.0,15797.13,0.2617,30885.2,31068.16,1227915.12,Good,1,1,58.32,0.3111,618,Home,1560838.31,48,17.9,2741284.11,0.0,Rejected
100996,42,Male,Divorced,0,Postgraduate,Salaried,87684.14,1118005.15,No,0.0,20895.26,0.2383,123417.34,60306.34,207823.55,Average,1,0,73.02,0.3468,712,Business,1373376.05,48,14.02,2374331.73,0.0,Rejected
100997,46,Male,Married,3,Postgraduate,Salaried,40654.91,485424.82,Yes,94118.04,9132.09,0.2246,319903.62,262742.45,1929959.18,Poor,2,0,53.49,0.1036,604,Personal,358646.15,60,18.13,0.0,0.0,Rejected
100998,39,Male,Married,1,Postgraduate,Business,113345.61,1322189.45,Yes,165797.51,32496.12,0.2867,133546.11,131126.28,3441591.35,Good,0,1,63.75,0.2347,634,Auto,407845.36,36,17.97,522220.37,0.0,Rejected
100999,39,Male,Divorced,1,Graduate,Salaried,56453.04,690343.29,No,0.0,12355.36,0.2189,1335292.29,1790025.36,1851153.36,Good,0,2,42.65,0.268,584,Home,232496.32,36,15.79,322678.07,252900.0,Approved
101000,46,Female,Single,0,Graduate,Business,85293.98,1077846.85,No,0.0,33856.42,0.3969,182240.14,198095.95,4525179.32,Good,1,0,66.41,0.0615,712,Home,182711.05,84,18.41,174954.7,0.0,Rejected
101001,37,Male,Single,0,Graduate,Business,93429.89,1124952.93,Yes,97378.21,45260.4,0.4844,533428.21,453640.26,7105316.69,Good,3,0,87.07,0.2622,760,Auto,406092.47,72,17.36,663951.71,0.0,Rejected
101002,31,Female,Married,0,Postgraduate,Salaried,42674.96,539905.23,No,0.0,11085.39,0.2598,558260.01,436484.2,459701.49,Good,3,0,73.26,0.3668,696,Business,291663.74,24,16.44,465219.6,0.0,Rejected
101003,34,Female,Married,4,Graduate,Salaried,85303.32,1065271.77,Yes,449742.27,19358.41,0.2269,234877.33,196701.94,1870287.16,Good,6,0,79.6,0.2268,723,Business,548735.47,48,14.68,456217.01,423900.0,Approved
101004,44,Female,Married,0,Postgraduate,Self-employed,43164.45,533348.29,No,0.0,9136.29,0.2117,667634.6,417447.72,741844.84,Good,2,0,84.32,0.5357,696,Education,620753.34,36,16.33,0.0,0.0,Rejected
101005,38,Female,Married,0,Postgraduate,Business,27106.6,324966.19,Yes,160641.21,2464.37,0.0909,184875.52,223360.44,2646753.0,Average,0,3,65.61,0.0819,480,Education,446163.33,48,15.27,0.0,0.0,Rejected
101006,41,Male,Single,0,Graduate,Business,72288.36,859185.78,Yes,275061.52,14758.9,0.2042,431046.82,403713.24,3227645.77,Good,3,2,46.49,0.5074,629,Auto,308592.3,36,15.45,483015.97,0.0,Rejected
101007,45,Female,Married,1,Graduate,Self-employed,213699.95,2741219.88,No,0.0,122179.05,0.5717,162105.97,142189.15,3829721.02,Average,4,0,69.3,0.1704,773,Business,74427.75,48,18.97,58153.55,0.0,Rejected
101008,34,Female,Married,2,Graduate,Business,45336.78,525167.76,Yes,452609.8,12347.5,0.2724,76987.36,56258.19,3378134.55,Good,2,3,41.06,0.2512,584,Auto,711417.73,84,16.27,554427.04,0.0,Rejected
101009,46,Male,Divorced,3,Postgraduate,Contract,86121.17,1054971.16,No,0.0,33722.79,0.3916,309647.79,165873.65,2171351.11,Average,0,0,100.0,0.1722,677,Education,713432.83,60,16.41,0.0,0.0,Rejected
101010,42,Female,Married,1,Graduate,Salaried,101980.94,1245789.44,Yes,238622.65,20757.18,0.2035,338986.32,303194.61,7473102.47,Average,2,0,75.33,0.3444,657,Auto,342170.96,36,13.64,444050.13,347400.0,Approved
101011,26,Male,Married,1,Graduate,Salaried,34350.16,417981.04,Yes,187775.11,7809.03,0.2273,54720.58,33359.32,1191980.68,Average,1,0,65.68,0.5615,654,Auto,1022302.02,48,14.95,1321320.17,0.0,Rejected
101012,52,Male,Married,1,Graduate,Salaried,46258.56,531119.55,Yes,1175003.43,12044.92,0.2604,472880.65,507427.68,1219179.97,Good,0,1,81.55,0.175,618,Home,4835009.15,36,15.65,5188317.69,0.0,Rejected
101013,33,Male,Married,1,Postgraduate,Salaried,129237.13,1555799.79,Yes,867692.39,33186.26,0.2568,408563.9,152881.61,971366.44,Good,2,0,81.68,0.084,743,Personal,1374260.48,60,15.03,0.0,516300.0,Approved
101014,21,Male,Single,1,Undergraduate,Salaried,93195.48,1094679.53,No,0.0,31817.02,0.3414,422639.14,399598.05,1615956.34,Good,1,0,93.66,0.3773,731,Auto,1441388.23,84,15.74,940750.59,0.0,Rejected
101015,28,Male,Single,2,Graduate,Business,67566.18,841128.19,Yes,237341.19,39530.1,0.5851,1465188.55,1298164.19,1103445.08,Poor,5,1,78.82,0.3031,698,Home,587646.39,60,18.57,539584.92,0.0,Rejected
101016,28,Male,Single,0,Graduate,Self-employed,27305.78,331039.49,Yes,61704.15,9353.11,0.3425,206609.61,212745.84,9694394.27,Good,5,0,100.0,0.3017,760,Auto,740312.89,48,16.56,570685.36,0.0,Rejected
101017,39,Female,Married,3,Graduate,Business,47320.88,601626.53,No,0.0,9329.97,0.1972,435477.24,571282.7,12428101.67,Good,2,0,80.84,0.0533,731,Education,331322.66,24,17.37,0.0,214600.0,Approved
101018,35,Female,Married,0,Graduate,Contract,86553.63,1098460.8,No,0.0,5328.08,0.0616,136562.73,103871.76,2082665.0,Average,1,0,100.0,0.5612,711,Education,725935.76,60,15.29,0.0,355700.0,Approved
101019,35,Female,Married,1,Graduate,Salaried,12000.0,141731.25,Yes,389855.71,4405.49,0.3671,796232.27,523265.96,377355.75,Good,1,0,85.36,0.3432,665,Home,1997905.91,48,16.3,1578495.07,0.0,Rejected
101020,44,Female,Married,0,Undergraduate,Business,101598.38,1289401.31,Yes,486156.49,14013.4,0.1379,132926.21,60231.71,2298161.92,Good,1,0,71.73,0.4415,684,Home,1052123.7,36,18.36,1653835.67,0.0,Rejected
101021,41,Female,Single,0,Undergraduate,Business,121133.23,1417968.56,No,0.0,32345.38,0.267,86065.85,57105.77,2807205.31,Good,2,1,79.9,0.3116,738,Home,1463336.2,36,16.02,1516071.86,0.0,Rejected
101022,41,Male,Single,4,Postgraduate,Salaried,174968.13,2211995.5,No,0.0,3469.66,0.02,111230.38,55515.65,2620171.01,Good,0,1,94.12,0.3021,710,Personal,290402.52,60,12.56,0.0,290800.0,Approved
101023,42,Male,Married,1,Graduate,Salaried,130973.04,1498067.17,Yes,1399952.88,41629.8,0.3179,256496.86,154455.87,504583.38,Good,2,0,85.25,0.4181,768,Education,564343.03,24,16.33,0.0,0.0,Rejected
101024,44,Female,Married,1,Graduate,Salaried,81044.46,1030539.92,No,0.0,5820.12,0.0718,247807.26,158913.38,3160859.41,Good,0,0,71.16,0.4035,688,Home,2679153.26,48,15.65,2407468.34,0.0,Rejected
101025,21,Male,Married,1,Graduate,Business,99743.17,1163296.28,No,0.0,28425.06,0.285,181731.25,100785.79,3971406.59,Good,2,0,98.07,0.3095,787,Business,396831.69,72,16.74,343884.37,306900.0,Approved
101026,34,Male,Married,0,Postgraduate,Contract,53436.63,632645.46,Yes,628372.51,10949.01,0.2049,861660.97,248601.84,2135564.42,Good,0,0,83.63,0.0793,662,Auto,1541040.54,60,16.16,2696568.42,0.0,Rejected
101027,21,Male,Divorced,0,Graduate,Salaried,47969.18,571727.64,Yes,261354.13,8855.16,0.1846,438659.44,308164.09,9433976.89,Good,4,2,70.89,0.0353,612,Personal,323599.16,36,14.65,0.0,0.0,Rejected
101028,38,Male,Divorced,0,Graduate,Self-employed,82687.37,968716.1,Yes,295666.83,38899.65,0.4704,1798430.01,862543.63,321519.48,Average,0,0,95.22,0.3008,782,Business,734909.49,36,15.31,1265833.9,489800.0,Approved
101029,38,Female,Married,1,Undergraduate,Salaried,41328.79,523030.13,Yes,338620.92,4713.49,0.114,1036271.22,1029472.26,2355734.58,Good,1,0,78.12,0.7386,650,Personal,914839.62,36,14.62,0.0,0.0,Rejected
101030,48,Male,Single,2,Undergraduate,Business,51386.16,574623.51,No,0.0,16431.24,0.3198,76847.83,19533.41,1055039.3,Good,2,0,78.21,0.5627,646,Auto,628221.38,24,18.92,827651.83,0.0,Rejected
101031,50,Female,Single,4,Graduate,Salaried,216864.24,2656009.24,Yes,2199027.43,41001.11,0.1891,184242.67,169280.65,1716829.28,Good,4,0,81.57,0.426,746,Home,169047.9,72,16.85,141728.9,138100.0,Approved
101032,40,Male,Married,2,Postgraduate,Salaried,43270.0,531805.88,Yes,222882.49,27873.62,0.6442,147606.54,137501.02,3098228.95,Good,3,0,100.0,0.2451,720,Personal,719216.88,36,18.3,0.0,0.0,Rejected
101033,33,Male,Married,3,Undergraduate,Contract,74030.65,851233.67,Yes,436212.0,30212.97,0.4081,288110.72,280835.68,1261209.06,Good,0,1,100.0,0.3395,701,Home,288344.65,60,15.02,293650.67,0.0,Rejected
101034,43,Male,Single,0,Undergraduate,Salaried,26605.32,313530.74,No,0.0,6155.08,0.2313,379250.42,360817.07,2853253.27,Good,2,1,93.47,0.2217,688,Auto,543022.02,84,15.33,600216.56,0.0,Rejected
101035,33,Male,Single,1,Postgraduate,Self-employed,41349.2,476448.22,No,0.0,10038.29,0.2428,154468.53,122428.7,2526733.11,Average,2,0,71.67,0.1326,655,Personal,626161.15,60,17.2,0.0,0.0,Rejected
101036,38,Female,Divorced,1,Graduate,Salaried,41549.16,492216.72,Yes,721463.46,4235.26,0.1019,118012.27,68706.92,1926681.23,Good,0,0,93.93,0.1107,716,Business,2205319.79,36,14.08,2430760.85,0.0,Rejected
101037,48,Male,Single,1,Postgraduate,Salaried,60682.97,754680.62,Yes,198343.23,20432.56,0.3367,539494.98,289173.09,1953490.19,Average,2,0,74.43,0.2161,679,Home,758836.37,24,18.07,917106.7,0.0,Rejected
101038,32,Male,Married,2,Graduate,Business,40061.06,473460.12,No,0.0,10575.62,0.264,162106.15,91564.98,4570394.4,Average,0,0,69.98,0.2488,628,Education,1223152.68,60,18.62,0.0,0.0,Rejected
101039,46,Male,Divorced,0,Graduate,Contract,55507.68,673754.1,Yes,450056.25,26804.32,0.4829,82291.01,46951.85,1796584.22,Poor,2,1,94.66,0.1748,603,Education,544827.09,60,18.6,0.0,0.0,Rejected
101040,45,Female,Married,2,Undergraduate,Self-employed,49072.17,586474.54,Yes,546232.2,4308.54,0.0878,198893.33,233567.35,592051.14,Average,2,0,82.74,0.2582,700,Home,866100.62,60,15.96,869166.73,0.0,Rejected
101041,28,Female,Single,1,Postgraduate,Salaried,58146.39,753804.82,No,0.0,27626.15,0.4751,198412.41,130536.79,1795213.62,Average,2,0,88.31,0.2804,726,Auto,404659.56,72,17.51,525624.45,334200.0,Approved
101042,48,Female,Married,1,Undergraduate,Business,25928.37,312767.76,No,0.0,16310.65,0.6291,141805.83,128300.14,2132688.18,Poor,1,1,79.57,0.3685,612,Auto,371078.17,60,18.94,257423.67,0.0,Rejected
101043,45,Male,Married,1,Graduate,Salaried,27431.5,317892.83,No,0.0,3333.31,0.1215,381935.1,247080.86,3644445.64,Average,0,0,83.73,0.2914,669,Home,1190686.85,48,15.95,1146799.91,0.0,Rejected
101044,39,Female,Single,1,Postgraduate,Business,99292.73,1202984.39,No,0.0,46315.74,0.4665,213496.34,2000.0,3961720.78,Good,3,0,95.84,0.1341,812,Business,882478.92,48,16.74,455692.33,505900.0,Approved
101045,30,Male,Married,4,Postgraduate,Business,47135.56,581427.3,No,0.0,24098.59,0.5113,77377.29,40489.48,2290501.5,Average,3,0,84.84,0.2782,690,Auto,436176.39,48,15.76,492415.89,257900.0,Approved
101046,29,Male,Single,0,Graduate,Business,72064.07,846101.63,Yes,221682.89,19122.98,0.2654,166779.58,140992.49,2602432.92,Good,2,0,100.0,0.0907,786,Personal,3953372.98,24,13.85,0.0,0.0,Rejected
101047,33,Male,Married,0,Undergraduate,Business,80108.26,1010907.2,Yes,250566.48,25028.72,0.3124,173107.24,156290.23,7632439.13,Good,1,0,72.34,0.101,750,Business,777435.09,60,17.93,424488.46,0.0,Rejected
101048,43,Male,Divorced,3,Postgraduate,Contract,67294.89,755256.3,No,0.0,28388.74,0.4219,395683.6,237255.76,1921283.0,Good,2,0,77.96,0.2776,685,Education,2567121.44,48,18.37,0.0,0.0,Rejected
101049,28,Male,Married,0,Postgraduate,Business,30818.38,363517.85,No,0.0,8522.88,0.2766,247995.35,42133.48,2829972.87,Average,2,0,79.06,0.2256,698,Personal,1037989.55,12,15.34,0.0,0.0,Rejected
101050,42,Male,Divorced,3,Undergraduate,Contract,20889.42,250881.42,Yes,212666.32,2414.09,0.1156,364250.47,196662.84,3000592.43,Good,4,0,97.44,,751,Home,1627677.51,36,14.37,1149810.92,0.0,Rejected
101051,26,Male,Married,3,Postgraduate,Salaried,51300.69,639717.64,No,0.0,24949.84,0.4863,214497.22,188925.14,923598.46,Average,2,0,83.61,0.313,723,Personal,595269.45,72,18.45,0.0,0.0,Rejected
101052,36,Male,Married,0,Graduate,Salaried,65769.21,833827.56,No,0.0,12043.8,0.1831,487264.18,413050.84,1129442.23,Good,3,0,43.83,0.1038,680,Personal,157173.69,36,19.19,0.0,0.0,Rejected
101053,39,Male,Married,0,Graduate,Contract,139059.12,1761410.37,Yes,473295.6,33280.69,0.2393,2537497.93,2524465.81,4977178.92,Poor,3,0,77.67,0.3574,675,Home,858134.27,60,14.66,598424.93,634500.0,Approved
101054,62,Male,Single,2,Postgraduate,Salaried,190384.03,2299344.97,No,0.0,64110.89,0.3367,305984.88,218931.27,3805577.52,Average,5,1,87.87,0.5565,665,Home,534970.54,24,16.46,459594.65,557400.0,Approved
101055,24,Female,Divorced,2,Graduate,Self-employed,78047.02,979016.74,No,0.0,7323.02,0.0938,291206.23,86798.4,4383731.67,Average,1,0,100.0,0.1264,747,Home,885893.79,60,14.01,457593.99,413400.0,Approved
101056,53,Female,Divorced,1,Postgraduate,Business,61452.58,757070.72,No,0.0,20476.19,0.3332,142271.25,94799.09,1150633.82,Poor,0,0,81.33,0.1855,733,Home,1462564.34,48,17.22,1625784.4,0.0,Rejected
101057,39,Male,Married,0,Graduate,Salaried,61486.78,741696.75,No,0.0,18630.95,0.303,411364.76,349717.25,662572.55,Average,5,0,69.58,0.2969,688,Personal,429717.95,24,16.22,0.0,0.0,Rejected
101058,42,Male,Married,0,Undergraduate,Salaried,62521.77,735290.33,No,0.0,2848.98,0.0456,1768696.89,446757.57,5998940.17,Good,2,1,81.63,0.4939,673,Business,514030.88,24,15.8,896889.33,318100.0,Approved
101059,39,Male,Single,2,Undergraduate,Salaried,44026.32,533285.4,No,0.0,9494.24,0.2156,164949.57,99844.91,618859.21,Good,6,0,96.7,0.2664,798,Education,874241.36,60,14.65,0.0,188200.0,Approved
101060,42,Male,Single,1,Postgraduate,Salaried,135308.26,1705942.79,No,0.0,52651.18,0.3891,130847.96,105098.34,2223089.49,Average,2,0,52.6,0.1754,638,Business,705574.36,36,18.19,448430.65,0.0,Rejected
101061,36,Male,Single,1,Postgraduate,Contract,51122.86,615632.26,No,0.0,2011.47,0.0393,106146.38,83309.16,1863250.26,Good,3,1,81.57,0.5822,658,Personal,3660407.0,72,13.0,0.0,0.0,Rejected
101062,53,Male,Married,3,Graduate,Salaried,77509.16,916005.46,Yes,386759.4,32790.97,0.4231,113189.62,92824.84,5270815.36,Average,2,1,70.61,0.1455,683,Auto,1162565.78,36,16.69,1146849.43,0.0,Rejected
101063,33,Female,Single,3,Graduate,Salaried,76866.57,965098.28,Yes,1798852.09,14410.37,0.1875,51075.27,24398.91,2713606.92,Average,2,1,69.4,0.3857,620,Personal,73290.64,60,15.75,0.0,0.0,Rejected
101064,49,Female,Single,0,Postgraduate,Salaried,17757.68,209350.68,No,0.0,7229.1,0.4071,85535.49,70591.24,1270275.49,Good,1,0,78.96,0.2805,678,Business,462511.8,36,19.62,496676.66,0.0,Rejected
101065,32,Female,Divorced,2,Postgraduate,Salaried,36497.71,447758.88,No,0.0,8769.25,0.2403,67064.16,57817.0,4013039.71,Poor,3,0,100.0,0.0532,710,Home,348034.5,60,16.11,532306.28,0.0,Rejected
101066,37,Male,Married,0,Graduate,Self-employed,77748.55,947543.32,Yes,136067.48,39736.74,0.5111,122825.16,85713.03,2890470.47,Average,2,0,90.45,0.1841,725,Personal,288603.15,36,16.12,0.0,0.0,Rejected
101067,27,Female,Married,1,Graduate,Salaried,127280.88,1582681.02,Yes,425317.44,12590.15,0.0989,695034.5,439610.45,3212993.87,Average,3,0,92.2,0.1324,760,Home,402660.39,36,14.79,625815.72,0.0,Rejected
101068,43,Female,Single,1,Postgraduate,Salaried,71638.64,887408.13,Yes,1007610.29,54098.21,0.7552,176782.04,159132.68,3241451.18,Average,1,1,40.29,0.1846,621,Auto,2330229.68,36,20.37,3734850.23,0.0,Rejected
101069,52,Female,Single,1,Graduate,Contract,93660.72,1153846.75,No,0.0,8277.89,0.0884,92193.12,116934.68,1811868.23,Good,5,0,99.02,0.0951,749,Home,302927.14,36,14.98,352589.62,312400.0,Approved
101070,37,Female,Married,1,Graduate,Self-employed,35260.69,417657.7,Yes,267919.97,13549.6,0.3843,96936.09,104065.17,1062971.3,Good,2,0,66.52,0.1181,675,Personal,383156.09,24,15.89,0.0,0.0,Rejected
101071,36,Female,Married,0,Graduate,Salaried,65972.43,775374.43,No,0.0,6570.57,0.0996,230854.61,197177.23,1803407.63,Good,4,0,86.82,0.4658,739,Home,726259.16,72,14.84,989347.02,0.0,Rejected
101072,27,Female,Married,1,Graduate,Business,34033.61,413717.49,Yes,153246.82,11848.39,0.3481,166419.32,58540.16,4638912.43,Average,1,1,90.47,0.1338,629,Home,1555031.5,84,14.61,1466739.04,0.0,Rejected
101073,36,Male,Divorced,1,Graduate,Salaried,99534.35,1205833.71,Yes,230953.58,47932.15,0.4816,301208.65,294775.29,27041338.21,Good,3,0,86.75,0.218,792,Auto,904314.93,12,16.43,842426.04,0.0,Rejected
101074,22,Male,Single,3,Postgraduate,Salaried,66549.19,877682.3,No,0.0,22856.64,0.3435,812379.49,462096.46,1796961.5,Good,3,0,100.0,0.5834,697,Home,1704591.15,72,16.32,1379356.7,0.0,Rejected
101075,29,Male,Married,1,Undergraduate,Salaried,168816.99,2054834.19,No,0.0,75704.79,0.4484,162047.84,133448.13,271436.04,Average,5,0,84.04,0.2324,753,Education,571771.68,36,17.9,0.0,0.0,Rejected
101076,40,Male,Married,2,Graduate,Business,64225.59,773615.1,No,0.0,26922.16,0.4192,52899.36,30356.22,692356.28,Good,1,0,98.1,0.418,756,Personal,605424.88,72,17.59,0.0,0.0,Rejected
101077,51,Male,Single,0,Graduate,Salaried,27274.15,319936.37,No,0.0,15932.13,0.5841,132922.45,88754.04,2159069.3,Good,3,1,72.63,0.4893,644,Personal,845490.22,60,18.51,0.0,92400.0,Approved
101078,66,Male,Married,2,Undergraduate,Self-employed,77841.18,896174.09,No,0.0,20263.06,0.2603,522217.0,350592.08,3266659.26,Average,2,0,61.18,0.3371,648,Personal,1631568.46,36,16.73,0.0,0.0,Rejected
101079,32,Male,Married,1,Undergraduate,Self-employed,50488.49,569431.16,No,0.0,22336.78,0.4424,20384.41,17923.0,3605820.82,Poor,0,0,88.36,0.0518,696,Education,263839.57,36,15.88,0.0,0.0,Rejected
101080,52,Male,Single,1,Graduate,Salaried,109722.77,1260405.46,No,0.0,19541.7,0.1781,84000.86,84871.14,1640024.74,Average,1,0,81.06,0.099,678,Personal,376901.96,36,15.68,0.0,0.0,Rejected
101081,40,Female,Married,2,Postgraduate,Self-employed,43554.0,516690.28,No,0.0,16339.99,0.3752,115166.46,84963.82,58204242.1,Good,1,1,31.35,0.2249,659,Auto,84771.89,48,16.23,130637.1,86400.0,Approved
101082,36,Male,Married,1,Graduate,Salaried,129307.71,1611955.95,Yes,492130.02,9828.68,0.076,174955.79,133703.83,1981415.13,Good,4,0,67.18,0.0892,742,Business,551982.54,36,15.02,832558.11,510600.0,Approved
101083,42,Male,Married,2,Undergraduate,Contract,30276.83,369498.47,No,0.0,9265.61,0.306,347963.65,331119.11,1105709.4,Good,3,1,57.03,0.4414,585,Auto,2130232.45,60,17.43,3555310.27,0.0,Rejected
101084,39,Male,Divorced,1,Undergraduate,Self-employed,141301.15,1629438.34,Yes,228153.99,40359.84,0.2856,347248.17,276365.23,953890.99,Average,6,0,72.29,0.314,760,Personal,1554777.25,48,15.6,0.0,0.0,Rejected
101085,39,Male,Married,2,Graduate,Salaried,30554.54,357824.73,No,0.0,8859.83,0.29,355397.87,168396.34,4250904.74,Average,6,0,85.45,0.4053,668,Home,1472623.89,60,16.4,878036.14,0.0,Rejected
101086,34,Female,Married,3,Graduate,Business,42146.6,503606.35,No,0.0,7160.0,0.1699,138489.19,107739.04,1598653.05,Average,2,0,66.03,0.1233,627,Personal,335784.83,60,15.83,0.0,0.0,Rejected
101087,24,Male,Divorced,0,Graduate,Salaried,94434.38,1117785.6,Yes,279268.83,18841.15,0.1995,503160.72,488849.71,3768842.37,Average,4,1,75.02,0.3108,602,Home,754149.53,48,16.96,1357176.39,0.0,Rejected
101088,23,Male,Married,4,Graduate,Salaried,211057.63,2446545.31,No,0.0,81422.86,0.3858,104458.94,76550.41,1866530.09,Good,4,0,100.0,0.265,796,Business,1293114.36,60,17.79,1780202.81,961900.0,Approved
101089,45,Male,Single,0,Graduate,Salaried,68093.02,736758.51,No,0.0,9043.11,0.1328,531571.78,166903.81,1347549.76,Average,2,0,86.9,0.4246,678,Home,379776.18,60,15.26,675553.54,0.0,Rejected
101090,35,Male,Single,1,Graduate,Self-employed,30032.71,345111.37,Yes,445280.86,10652.16,0.3547,686136.73,627523.16,317770.24,Good,5,0,73.73,0.4796,610,Education,871403.82,12,16.16,0.0,0.0,Rejected
101091,32,Female,Single,1,Graduate,Salaried,17968.71,206953.77,No,0.0,10635.51,0.5919,39135.49,36577.38,1697656.64,Good,2,0,78.49,0.4673,656,Auto,476258.38,60,16.3,396994.27,0.0,Rejected
101092,38,Female,Single,2,Undergraduate,Business,109738.61,1377098.25,No,0.0,28391.5,0.2587,62646.66,52498.37,1848796.5,Good,1,2,67.34,0.2173,625,Home,1660142.51,48,19.47,2427792.37,0.0,Rejected
101093,46,Female,Married,1,Undergraduate,Salaried,160878.89,2038658.9,No,0.0,51536.14,0.3203,1113315.2,955594.65,6943221.28,Good,4,0,98.67,0.2792,784,Business,423817.6,36,17.66,439545.09,354100.0,Approved
101094,40,Male,Married,0,Graduate,Salaried,118566.27,1316157.51,No,0.0,13516.86,0.114,68427.5,54880.07,3838842.26,Average,2,1,56.23,0.4926,636,Personal,317786.85,12,17.43,0.0,269400.0,Approved
101095,31,Female,Divorced,1,Postgraduate,Self-employed,71306.7,881540.27,Yes,92802.83,13689.93,0.192,278779.32,203120.75,4282593.26,Average,1,0,82.69,0.3646,651,Personal,1396410.93,48,15.8,0.0,0.0,Rejected
