customer_id,age,gender,marital_status,dependents,education,employment_type,monthly_income,annual_income,existing_loan,existing_loan_amount,monthly_debt,debt_to_income_ratio,savings,bank_balance,assets,credit_history,previous_loans,previous_defaults,payment_history,credit_utilization,credit_score,risk_level
103008,49,Female,Married,0,Graduate,Business,73098.62,877619.95,No,0.0,12816.08,0.1753,154255.94,81783.65,2386267.28,Good,3,0,72.54,0.1614,756,Medium
103009,35,Male,Married,2,Postgraduate,Salaried,87373.79,1067730.35,No,0.0,28502.86,0.3262,160450.63,127923.72,660782.26,Average,1,0,100.0,0.17,718,High
103010,45,Female,Single,0,Graduate,Salaried,103624.67,1244893.9,Yes,657832.3,8660.41,0.0836,127243.64,123860.27,3191971.8,Average,2,0,68.71,0.1962,718,Medium
103011,62,Male,Married,3,Graduate,Business,114181.31,1459159.94,Yes,94425.68,57313.24,0.5019,180999.9,66660.04,1817068.87,Good,0,0,81.38,0.4042,716,High
103012,34,Female,Married,3,Undergraduate,Business,99724.34,1171801.5,No,0.0,27356.61,0.2743,95482.53,73758.74,12557786.21,Good,1,0,73.15,0.0709,766,Medium
103013,34,Male,Married,0,Undergraduate,Business,37393.53,489030.23,Yes,151786.25,18783.8,0.5023,77563.93,24942.9,1066856.93,Average,3,0,58.84,0.4762,636,High
103014,39,Male,Married,0,Graduate,Salaried,94484.45,1104789.43,No,0.0,7679.17,0.0813,625013.27,485114.69,1308623.52,Average,2,1,80.81,0.3015,657,High
103015,48,Male,Single,2,Graduate,Salaried,29891.43,368692.07,Yes,118395.66,8103.11,0.2711,397561.07,356220.35,1672214.84,Good,0,0,76.18,0.2446,704,High
103016,32,Male,Married,2,Graduate,Salaried,32650.63,414434.6,No,0.0,13479.0,0.4128,236644.71,116811.28,2196288.42,Average,2,0,97.77,0.3519,638,High
103017,32,Female,Married,3,Undergraduate,Business,59776.66,709662.18,No,0.0,34359.82,0.5748,62033.19,47657.82,3510180.85,Good,2,0,70.98,0.2947,708,High
103018,49,Male,Married,0,Postgraduate,Salaried,124405.47,1483795.61,Yes,808418.88,25485.33,0.2049,166254.17,157533.86,1244220.68,Average,1,1,68.55,0.3856,668,High
103019,42,Male,Married,2,Postgraduate,Self-employed,59038.11,668131.13,No,0.0,20580.73,0.3486,873962.08,310838.41,3576157.05,Good,1,0,100.0,0.2477,754,Medium
103020,21,Female,Married,0,Graduate,Self-employed,40466.85,549958.36,No,0.0,11608.71,0.2869,179513.08,191444.85,1339061.63,Poor,1,0,94.3,0.1998,650,High
103021,26,Male,Married,2,Graduate,Salaried,88221.94,1046715.46,No,0.0,33399.71,0.3786,31104.12,16907.38,2569740.49,Good,1,1,86.07,0.1665,697,High
103022,53,Male,Single,1,Undergraduate,Salaried,48604.68,614897.95,No,0.0,9134.04,0.1879,283525.24,238730.07,13802686.65,Good,4,1,91.24,0.1629,757,High
103023,42,Female,Married,1,Graduate,Self-employed,80737.61,939049.01,No,0.0,36297.45,0.4496,382843.69,235070.54,970750.14,Poor,3,0,85.32,0.4049,697,High
103024,30,Male,Married,0,Graduate,Self-employed,67533.97,763184.03,Yes,372969.15,10664.57,0.1579,271312.76,204372.13,778066.58,Good,4,0,71.12,0.0601,728,Medium
103025,36,Female,Single,1,Graduate,Salaried,37097.98,432936.79,Yes,199597.56,1985.49,0.0535,306045.14,193989.02,590136.66,Good,1,0,94.57,0.5988,670,High
103026,38,Male,Single,1,Postgraduate,Self-employed,117514.93,1417683.38,Yes,146721.39,15741.36,0.134,527800.41,327207.1,357543.45,Poor,3,0,69.49,0.3482,631,High
103027,45,Male,Single,2,Graduate,Contract,25435.46,306130.03,Yes,242947.22,4595.16,0.1807,399097.02,337025.05,616285.31,Poor,2,0,55.4,0.1527,649,High
103028,24,Male,Married,2,Graduate,Contract,38451.91,448509.56,No,0.0,4476.34,0.1164,122123.11,72285.3,3119069.93,Good,3,0,65.45,0.1935,689,High
103029,30,Female,Single,0,Graduate,Business,89636.12,1054399.05,Yes,126459.54,50091.64,0.5588,23914.99,18587.3,1695951.61,Good,2,0,100.0,0.3866,792,Medium
103030,41,Male,Married,1,Graduate,Business,305387.35,3679906.81,Yes,689358.79,35953.27,0.1177,441090.66,164812.36,1044163.23,Good,3,0,100.0,0.1457,836,Low
103031,37,Female,Divorced,1,Undergraduate,Business,23843.43,276687.26,No,0.0,8744.69,0.3668,91880.86,73418.63,3398515.91,Average,4,1,68.8,0.5588,546,High
103032,44,Male,Divorced,2,Graduate,Business,58830.9,691672.84,No,0.0,23398.38,0.3977,52335.78,33190.35,285594.55,Good,3,0,72.66,0.2683,700,High
103033,26,Male,Single,0,Undergraduate,Salaried,17254.74,197791.62,No,0.0,3180.62,0.1843,551101.15,521911.31,5404053.98,Average,5,1,62.07,0.7133,541,High
103034,42,Female,Married,0,Graduate,Salaried,58185.58,719356.48,Yes,220022.66,14067.1,0.2418,235513.32,80571.43,1630156.69,Good,2,0,95.67,0.1709,729,Low
103035,49,Male,Married,0,Postgraduate,Business,44045.81,500068.86,No,0.0,4367.5,0.0992,288474.88,157527.41,1448720.86,Good,0,0,80.69,0.506,698,High
103036,43,Male,Married,1,Graduate,Self-employed,64417.55,762662.12,Yes,753016.1,34258.95,0.5318,396260.18,307256.15,3777473.86,Good,1,1,51.33,0.1088,646,High
103037,39,Male,Single,1,Graduate,Business,137251.64,1680534.15,No,0.0,18520.75,0.1349,97980.91,55500.44,1059955.75,Good,2,0,100.0,0.3866,755,Low
103038,37,Female,Married,1,Postgraduate,Contract,101549.06,1247120.58,No,0.0,42206.71,0.4156,109722.89,47577.09,1792096.24,Good,2,0,72.89,0.2011,733,Medium
103039,30,Male,Married,1,Graduate,Salaried,52022.29,595318.57,No,0.0,23090.68,0.4439,1671527.04,862795.95,1861670.35,Average,2,0,90.03,0.2439,742,Medium
103040,37,Male,Married,2,Undergraduate,Contract,93242.37,1153112.08,Yes,208001.85,31723.69,0.3402,492985.0,279432.56,3202460.36,Good,2,0,90.98,0.2496,736,High
103041,51,Male,Divorced,2,Postgraduate,Salaried,66024.41,806677.13,Yes,445767.64,20407.22,0.3091,253813.07,86490.76,23202600.53,Good,1,1,76.58,0.2074,692,High
103042,37,Female,Divorced,1,Graduate,Salaried,35819.57,441062.01,Yes,226550.75,9489.6,0.2649,108095.91,57768.14,1896335.74,Good,0,0,79.62,0.1651,676,High
103043,29,Male,Married,3,Graduate,Salaried,61562.39,735092.64,No,0.0,18021.26,0.2927,88085.24,123888.05,10018296.94,Average,5,0,100.0,0.1236,725,Medium
103044,33,Male,Single,0,Graduate,Contract,82386.2,1006015.42,Yes,331234.99,31608.71,0.3837,1184077.96,855730.2,1250106.77,Average,1,1,81.89,0.5239,589,High
103045,40,Male,Married,0,Graduate,Contract,490350.58,6023954.54,No,0.0,381159.69,0.7773,378673.73,286028.07,845925.08,Poor,3,1,85.87,0.2003,800,High
103046,34,Male,Married,2,Graduate,Self-employed,131501.28,1734282.89,Yes,276823.86,38357.24,0.2917,167706.44,112553.31,12713320.44,Average,2,0,59.68,0.2958,672,High
103047,43,Male,Married,1,Postgraduate,Self-employed,94755.66,1058674.9,No,0.0,45631.28,0.4816,2181349.04,2167723.68,1425588.83,Good,3,2,43.27,0.3366,585,High
103048,43,Female,Married,0,Postgraduate,Salaried,23911.36,291630.73,Yes,348318.73,9933.74,0.4154,289391.02,203463.76,2700605.04,Average,0,0,67.74,0.5284,592,High
103049,47,Female,Married,2,Undergraduate,Business,71101.02,877964.63,Yes,358449.71,19706.77,0.2772,147422.65,84099.65,1803449.87,Good,0,0,69.79,0.581,668,High
103050,52,Male,Married,0,Graduate,Business,140892.98,1710701.46,Yes,166704.56,4098.23,0.0291,69875.44,47464.04,1534865.47,Good,1,0,100.0,0.1947,733,Low
103051,48,Male,Divorced,0,Graduate,Salaried,86899.42,1084970.68,No,0.0,16905.64,0.1945,196496.0,193711.57,1303289.24,Good,4,0,65.84,0.062,711,High
103052,29,Male,Married,1,Postgraduate,Salaried,121231.9,1510557.08,Yes,179171.21,18318.28,0.1511,194378.31,177853.81,604901.24,Poor,1,0,79.58,0.3121,650,High
103053,29,Male,Married,0,Graduate,Salaried,85381.49,1039251.14,No,0.0,24091.39,0.2822,64654.17,14088.8,1077505.99,Poor,2,1,57.16,0.2168,592,High
103054,37,Male,Married,0,Postgraduate,Contract,113591.87,1357645.23,Yes,57216.64,10994.65,0.0968,1325376.96,929522.23,4197883.79,Good,3,0,100.0,0.1331,787,Low
103055,33,Male,Married,1,Graduate,Business,25122.34,276651.74,No,0.0,7418.71,0.2953,270059.19,226461.08,1467016.73,Good,1,1,64.76,0.2973,585,High
103056,27,Female,Married,2,Graduate,Salaried,159995.02,2086767.86,Yes,192241.11,87059.58,0.5441,138501.69,99989.76,1338469.35,Average,4,0,79.12,0.3886,723,High
103057,34,Male,Single,1,Graduate,Business,101124.38,1101687.05,No,0.0,19385.16,0.1917,926402.92,1299480.51,6617377.63,Good,2,0,92.25,0.2553,814,Low
103058,33,Male,Married,0,Graduate,Salaried,123959.49,1527186.11,No,0.0,31729.37,0.256,369195.2,310335.0,1347649.05,Good,3,0,90.39,0.4336,750,Medium
103059,31,Female,Married,2,Graduate,Self-employed,69809.42,850989.26,Yes,791988.18,2137.11,0.0306,142831.89,128013.35,5303988.61,Average,2,2,51.76,0.2858,564,High
103060,35,Male,Married,0,Postgraduate,Self-employed,87137.64,992479.54,Yes,284451.84,14415.5,0.1654,95000.52,34886.63,1166012.33,Good,1,1,68.98,0.333,716,High
103061,50,Male,Divorced,0,Graduate,Business,97134.78,1273708.04,Yes,797572.89,4794.96,0.0494,347225.56,123200.9,1107623.99,Good,1,0,72.84,0.1377,721,Medium
103062,40,Male,Divorced,1,Postgraduate,Salaried,58983.16,735034.47,No,0.0,24947.5,0.423,143796.91,74956.27,2156564.18,Average,2,0,91.74,0.2806,736,High
103063,63,Female,Married,1,Postgraduate,Contract,41929.47,510513.27,Yes,113365.39,17186.95,0.4099,500480.78,196675.53,2822197.82,Good,1,0,77.06,0.1997,704,High
103064,40,Male,Divorced,2,Graduate,Business,35217.44,401709.48,Yes,992981.63,4007.02,0.1138,63253.47,48819.94,1165803.01,Good,1,1,78.45,0.4433,630,High
103065,35,Male,Married,1,Graduate,Salaried,60490.54,772505.6,Yes,145472.36,14964.26,0.2474,138357.28,70245.49,5943924.91,Good,1,0,100.0,0.1205,719,Low
103066,38,Male,Divorced,3,Undergraduate,Business,40304.71,516041.48,Yes,376436.79,13589.93,0.3372,576574.25,160662.95,1022895.8,Average,4,3,73.69,0.6178,551,High
103067,41,Male,Divorced,2,Graduate,Self-employed,43600.44,528013.38,No,0.0,21219.35,0.4867,58006.14,55447.19,2108852.79,Good,2,0,76.71,0.5741,685,High
103068,42,Male,Married,2,Graduate,Self-employed,145847.77,1884078.15,No,0.0,47117.87,0.3231,167514.47,123061.45,2948576.25,Good,2,1,77.19,0.2277,738,High
103069,59,Male,Single,0,Postgraduate,Salaried,158590.55,1924884.66,Yes,100353.07,36079.57,0.2275,550557.47,401811.39,3130594.3,Good,1,0,87.37,0.6359,729,High
103070,30,Female,Single,1,Graduate,Self-employed,53495.62,653796.68,No,0.0,23621.12,0.4416,473635.14,250328.7,1323031.17,Average,2,0,80.69,0.5919,648,High
103071,47,Female,Married,2,Graduate,Business,132930.68,1595520.86,Yes,211488.03,85252.63,0.6413,394746.48,310573.96,840898.22,Good,0,1,56.58,0.3368,662,High
103072,40,Male,Married,1,Graduate,Salaried,58583.66,725984.21,No,0.0,16779.21,0.2864,502341.18,384925.37,3802714.26,Average,4,0,100.0,0.4703,690,Medium
103073,22,Male,Married,2,Graduate,Salaried,52817.57,649528.0,Yes,317352.56,21619.77,0.4093,1171026.65,959313.83,1032765.37,Average,5,2,41.44,0.0746,548,High
103074,46,Male,Married,2,Postgraduate,Self-employed,79608.27,937004.73,Yes,228462.17,25188.27,0.3164,53430.17,30507.25,3407980.93,Average,0,2,56.3,0.3774,536,High
103075,51,Male,Married,1,Graduate,Salaried,43106.59,494597.13,No,0.0,24949.99,0.5788,75193.92,43860.4,693420.68,Average,3,0,67.28,0.2718,631,High
103076,29,Female,Single,1,Graduate,Contract,54002.8,643899.51,No,0.0,20788.49,0.385,182984.79,97822.84,1239307.44,Average,2,2,82.42,0.1574,642,High
103077,38,Male,Single,1,Undergraduate,Business,135912.26,1680835.79,No,0.0,15651.79,0.1152,256141.8,118460.42,793251.48,Average,3,0,70.5,0.379,656,High
103078,21,Female,Married,0,Graduate,Business,77994.6,930587.6,No,0.0,13299.51,0.1705,321603.64,380388.39,962505.21,Poor,1,1,57.36,0.2604,638,High
103079,25,Male,Married,1,Postgraduate,Salaried,80092.03,926327.87,No,0.0,14538.47,0.1815,117124.39,2000.0,599582.33,Good,0,0,71.72,0.5167,698,High
103080,48,Female,Divorced,0,Undergraduate,Salaried,57339.78,686783.28,No,0.0,19038.96,0.332,735675.56,277158.89,2751897.92,Good,3,0,62.91,0.2022,743,Medium
103081,33,Female,Married,1,Graduate,Contract,54554.92,624541.53,No,0.0,19535.6,0.3581,380303.2,269977.03,766340.36,Good,0,0,77.19,0.2463,691,High
103082,27,Female,Married,1,Postgraduate,Salaried,69204.87,812821.29,No,0.0,2761.72,0.0399,1489055.09,693078.48,3103942.85,Good,1,1,90.77,0.2544,688,High
103083,40,Female,Married,1,Postgraduate,Business,99583.32,1109095.41,No,0.0,27904.76,0.2802,651038.73,462134.73,1378060.43,Good,2,0,79.31,0.0568,732,High
103084,33,Female,Married,0,Graduate,Salaried,78466.91,946951.12,No,0.0,9221.95,0.1175,447391.04,140161.78,1507560.71,Good,1,0,82.94,0.0646,773,Medium
103085,33,Male,Married,0,Undergraduate,Business,90793.69,1124597.8,No,0.0,48691.19,0.5363,97582.69,16930.1,2311931.71,Average,5,0,94.51,0.2336,718,High
103086,45,Male,Married,0,Graduate,Self-employed,24113.98,289954.41,No,0.0,5483.86,0.2274,88798.62,51849.89,2799929.51,Good,4,0,85.61,0.2186,711,Medium
103087,26,Male,Divorced,2,Graduate,Salaried,37404.38,456318.77,Yes,789536.93,2778.96,0.0743,181967.07,175093.27,3241284.12,Poor,3,0,73.11,0.3686,614,High
103088,29,Female,Married,1,Postgraduate,Contract,46373.93,560375.52,Yes,112384.54,8535.36,0.1841,93045.32,70100.39,4311327.82,Average,1,1,71.86,0.23,634,High
103089,40,Male,Single,1,Postgraduate,Contract,82546.83,1010014.29,Yes,406177.23,15303.04,0.1854,38459.8,34470.48,416576.46,Average,0,2,51.61,0.0282,653,High
103090,48,Female,Married,0,Graduate,Salaried,79418.67,976345.15,No,0.0,43413.78,0.5466,169487.51,172717.48,2454024.23,Average,6,0,54.54,0.3252,691,High
103091,50,Male,Married,1,Postgraduate,Business,92887.8,1142868.0,No,0.0,32095.99,0.3455,2383755.12,2076117.39,519409.85,Good,2,1,65.34,0.1894,652,High
103092,31,Female,Divorced,3,Postgraduate,Salaried,53755.94,675072.75,Yes,910929.06,18848.59,0.3506,599738.43,289659.01,798829.52,Average,1,0,68.28,0.1861,705,High
103093,47,Male,Single,1,Graduate,Self-employed,68940.88,774144.59,No,0.0,9700.36,0.1407,75535.49,44174.93,4023853.34,Poor,1,1,78.87,0.1989,611,High
103094,30,Female,Married,1,Graduate,Business,172207.93,2131453.2,Yes,442664.54,55451.73,0.322,292410.42,120796.15,899574.95,Good,1,0,65.13,0.0606,792,Medium
103095,56,Male,Married,1,Graduate,Salaried,66190.23,787338.15,No,0.0,25415.84,0.384,222451.07,134061.91,1580000.32,Average,0,1,71.01,0.1741,649,High
103096,27,Male,Married,1,Postgraduate,Business,23372.77,275139.9,Yes,837153.52,6239.95,0.267,107666.02,54199.41,2986211.02,Good,2,0,81.55,0.4577,670,High
103097,51,Female,Married,2,Undergraduate,Self-employed,84857.28,939528.26,Yes,235963.41,26380.15,0.3109,305358.94,233436.65,844144.39,Good,1,0,93.21,0.1127,754,Medium
103098,31,Male,Single,0,Graduate,Salaried,124606.06,1400419.31,No,0.0,47141.94,0.3783,95760.61,41345.07,602709.6,Good,3,1,63.99,0.5013,643,High
103099,58,Male,Married,3,Graduate,Business,121788.84,1432098.06,Yes,226054.4,20319.69,0.1668,92121.31,53307.35,2288691.27,Average,2,0,79.14,0.1999,701,Medium
103100,44,Female,Married,0,Undergraduate,Business,54281.9,629732.69,Yes,163478.69,15250.14,0.2809,122867.71,117242.11,898018.0,Average,4,0,67.48,0.271,709,High
103101,28,Female,Married,0,Graduate,Business,56342.41,703036.71,No,0.0,40033.34,0.7105,46609.91,44295.98,637176.0,Good,4,2,45.76,0.459,523,High
103102,33,Male,Married,1,Postgraduate,Salaried,98540.41,1217333.56,No,0.0,22956.6,0.233,222173.94,185584.75,2699799.33,Average,2,0,62.04,0.1136,688,High
103103,46,Male,Single,4,Graduate,Salaried,70269.23,893931.72,No,0.0,35392.74,0.5037,224489.53,88424.27,8037533.49,Good,3,3,44.23,0.0506,610,High
103104,49,Male,Divorced,2,Postgraduate,Self-employed,87830.26,1047501.66,Yes,166121.05,11299.86,0.1287,85114.88,125794.37,562041.04,Good,3,0,77.77,0.0669,720,Medium
103105,37,Male,Married,1,Graduate,Business,47407.81,583789.36,Yes,140185.02,17311.06,0.3652,441189.01,260987.26,1349635.68,Good,4,1,82.76,0.3175,640,High
103106,38,Male,Divorced,2,Postgraduate,Business,79439.81,893236.47,No,0.0,15675.92,0.1973,103670.94,80906.67,463973.31,Good,2,1,72.0,0.5697,672,High
103107,46,Male,Single,0,Graduate,Salaried,48349.16,635676.45,Yes,332321.35,22411.28,0.4635,160112.16,96004.07,1973507.51,Average,8,0,70.03,0.0978,680,High
103108,39,Male,Married,0,Graduate,Business,57785.51,743250.4,Yes,158422.3,13203.01,0.2285,87288.92,57293.52,740383.83,Poor,4,0,85.87,0.1935,730,High
103109,25,Male,Single,1,Postgraduate,Business,,415851.1,No,0.0,19873.65,0.5545,317403.34,17896.66,750701.85,Average,2,0,100.0,0.0432,717,Medium
103110,30,Female,Single,0,Undergraduate,Self-employed,41567.5,530761.6,No,0.0,24069.0,0.579,140633.34,113520.04,965385.08,Good,2,0,78.47,0.4781,658,High
103111,40,Male,Divorced,0,Undergraduate,Salaried,29529.78,338055.13,Yes,371786.57,12556.69,0.4252,423544.38,182605.44,777887.77,Good,1,0,99.66,0.1634,760,Medium
103112,50,Male,Single,1,Graduate,Self-employed,27410.23,320058.69,No,0.0,3262.34,0.119,404472.17,413624.57,1131810.24,Average,0,0,83.05,0.3316,682,High
103113,54,Female,Single,1,Graduate,Salaried,38749.72,465175.12,No,0.0,21876.31,0.5646,288732.47,233222.9,1945145.42,Good,0,0,65.16,0.1852,711,High
103114,46,Female,Married,4,Graduate,Salaried,82006.89,949580.42,Yes,336050.24,18975.57,0.2314,366617.94,400184.08,945482.44,Good,0,0,84.43,0.4923,665,High
103115,41,Male,Married,2,Undergraduate,Business,74027.89,909849.04,No,0.0,32582.71,0.4401,655226.79,361313.64,1870930.31,Average,1,1,79.4,0.3203,624,High
103116,45,Female,Married,1,Graduate,Contract,102798.29,1289703.88,No,0.0,46800.94,0.4553,389624.93,184803.65,3630913.45,Poor,2,0,64.91,0.2651,659,High
103117,31,Male,Divorced,0,Postgraduate,Business,50472.8,571286.59,Yes,488910.25,11164.37,0.2212,212707.38,202608.57,1309125.83,Good,3,0,100.0,0.5732,689,High
103118,36,Male,Married,0,Postgraduate,Salaried,28281.53,340987.34,No,0.0,4666.61,0.165,282119.2,233041.72,500234.14,Good,2,0,92.21,0.2377,736,Medium
103119,30,Male,Single,1,Postgraduate,Salaried,78815.34,908321.28,No,0.0,22010.77,0.2793,344683.77,302091.62,4330798.73,Poor,1,0,84.47,0.1922,724,Medium
103120,26,Male,Married,1,Postgraduate,Salaried,64247.78,779446.78,No,0.0,12149.68,0.1891,119918.31,79492.95,2798821.01,Good,0,0,100.0,0.3122,741,High
103121,41,Female,Married,2,Graduate,Salaried,60197.9,730990.68,Yes,226499.92,14583.86,0.2423,128459.1,54964.96,3235231.03,Good,2,0,87.93,0.3147,737,Low
103122,40,Male,Single,3,Graduate,Salaried,35666.15,417086.19,No,0.0,2224.45,0.0624,431771.79,207288.56,983487.9,Average,1,0,70.38,0.2228,665,High
103123,45,Female,Married,1,Graduate,Self-employed,53010.44,631946.54,No,0.0,15917.66,0.3003,459681.15,420664.25,1762616.39,Average,1,1,75.27,0.3471,587,High
103124,43,Male,Married,0,Graduate,Salaried,94140.0,1134344.63,Yes,271950.73,22620.19,0.2403,1287494.93,1098289.56,1071790.11,Poor,1,0,61.25,0.3921,673,High
103125,40,Male,Single,3,Graduate,Salaried,33465.53,390595.33,No,0.0,5718.23,0.1709,236135.74,202222.86,5460132.56,Average,2,0,62.72,0.0655,700,High
103126,44,Male,Single,5,Undergraduate,Contract,23648.18,264771.41,Yes,578826.89,3851.84,0.1629,416345.77,251456.6,1660340.71,Good,1,0,86.61,0.3802,662,High
103127,38,Male,Divorced,0,Graduate,Business,70290.54,869659.82,No,0.0,6127.97,0.0872,226064.45,91211.47,1162221.15,Good,1,0,92.14,0.267,728,Medium
103128,42,Female,Single,0,Graduate,Self-employed,41588.53,514401.53,No,0.0,6547.29,0.1574,1983127.14,1140592.1,2977312.69,Average,2,1,77.38,0.1799,670,High
103129,31,Female,Single,3,Graduate,Self-employed,97548.42,1204393.81,No,0.0,34477.28,0.3534,1206565.87,626111.52,2093250.6,Poor,2,0,82.76,0.3961,711,High
103130,42,Female,Divorced,1,Graduate,Contract,53949.88,621687.97,Yes,816384.57,11669.43,0.2163,72064.35,80954.51,2512859.2,Good,1,1,75.85,0.3686,630,High
103131,45,Female,Married,3,Graduate,Self-employed,36489.46,433798.91,Yes,89143.27,8956.24,0.2454,566357.66,567563.18,1820322.17,Good,2,0,73.74,0.101,725,Medium
103132,31,Male,Divorced,3,Postgraduate,Salaried,70214.08,787612.42,No,0.0,18659.89,0.2658,58189.85,33185.92,1128508.93,Average,1,0,93.23,0.3832,713,Medium
103133,39,Male,Married,0,Postgraduate,Self-employed,63589.13,826740.93,No,0.0,14526.37,0.2284,2496911.81,3115445.12,984390.65,Good,2,2,67.83,0.6872,586,High
103134,32,Male,Married,1,Postgraduate,Salaried,63639.44,723088.22,No,0.0,11070.71,0.174,194346.76,159388.76,5081023.04,Average,1,3,62.52,0.36,549,High
103135,33,Female,Married,0,Undergraduate,Contract,35797.46,451077.99,No,0.0,6171.45,0.1724,172564.65,118457.95,2563021.16,Good,2,0,100.0,0.1689,748,Low
103136,27,Male,Single,2,Graduate,Self-employed,125982.4,1464854.7,No,0.0,44598.55,0.354,13986.51,8861.45,7463299.92,Average,4,0,77.13,0.0832,709,High
103137,51,Male,Single,1,Postgraduate,Business,46727.67,567522.29,No,0.0,11953.81,0.2558,186399.28,177676.57,1997729.63,Good,3,0,90.5,0.0964,735,Medium
103138,49,Female,Single,1,Postgraduate,Business,142896.53,1697139.73,Yes,305497.55,15888.23,0.1112,109302.55,62914.45,1597347.34,Good,2,0,100.0,0.4764,772,Medium
103139,43,Male,Married,0,Postgraduate,Salaried,25236.15,298164.02,Yes,397467.33,4263.03,0.1689,140082.54,140825.43,1314996.83,Good,0,0,81.47,0.6963,653,High
103140,58,Male,Married,2,Graduate,Contract,104425.53,1273480.06,No,0.0,36935.71,0.3537,345560.46,212805.07,1835691.9,Poor,3,0,91.51,0.0621,682,High
103141,36,Male,Married,2,Graduate,Self-employed,85448.91,1002751.68,No,0.0,35274.34,0.4128,453547.06,388491.22,1493518.82,Average,2,1,59.42,0.2444,652,High
103142,68,Male,Single,1,Graduate,Business,55021.85,617650.18,No,0.0,29661.03,0.5391,173796.05,164151.67,7638890.67,Good,2,0,85.45,0.0881,755,High
103143,36,Male,Married,0,Graduate,Self-employed,25986.64,309771.85,No,0.0,7003.0,0.2695,245179.28,129469.74,1561353.48,Good,1,1,74.48,0.7568,605,High
103144,41,Female,Single,1,Postgraduate,Salaried,66918.7,838821.65,No,0.0,24866.08,0.3716,333805.3,278728.4,354732.92,Average,3,0,83.23,0.3805,671,High
103145,34,Female,Single,0,Graduate,Salaried,23418.82,281211.34,Yes,172245.76,12331.56,0.5266,190192.42,196760.67,166712.44,Good,1,0,70.06,0.3854,647,High
103146,42,Male,Married,1,Undergraduate,Salaried,50400.48,582062.48,No,0.0,16863.49,0.3346,78953.33,36551.4,2625169.39,Good,1,0,77.05,0.3113,688,High
103147,46,Female,Married,3,Undergraduate,Business,99889.01,1331249.73,No,0.0,26419.22,0.2645,1055585.69,776941.81,2742020.78,Good,3,0,98.68,0.2636,698,Medium
103148,37,Female,Married,1,Graduate,Salaried,58074.34,697123.42,No,0.0,7843.51,0.1351,79554.37,88243.61,1140522.29,Good,3,0,67.36,0.02,690,Medium
103149,56,Female,Married,0,Undergraduate,Salaried,58009.64,672436.22,Yes,289682.12,26281.92,0.4531,384420.35,320834.02,774163.99,Good,1,0,62.57,0.3017,630,High
103150,40,Female,Married,0,Graduate,Self-employed,138183.67,1800693.47,No,0.0,103113.02,0.7462,607922.4,443606.0,1369409.31,Good,1,0,74.47,0.3429,781,High
103151,41,Female,Married,0,Graduate,Salaried,69622.14,777581.56,Yes,1347746.66,17713.27,0.2544,1041074.87,982523.03,2451022.18,Good,3,2,66.69,0.3525,607,High
103152,29,Male,Married,1,Undergraduate,Self-employed,166172.94,1919718.06,No,0.0,75490.17,0.4543,167658.01,193679.34,639455.75,Good,5,1,75.31,0.075,653,High
103153,42,Male,Married,0,Graduate,Salaried,53967.07,674068.15,No,0.0,3375.35,0.0625,198879.25,178213.86,987670.41,Good,1,0,75.39,0.2066,744,Medium
103154,37,Male,Single,1,Graduate,Salaried,113317.72,1308209.55,No,0.0,50693.18,0.4474,405511.36,463526.28,1353846.33,Average,2,0,58.87,0.2199,662,High
103155,32,Male,Married,2,Graduate,Business,59561.0,735621.8,No,0.0,16527.3,0.2775,290149.73,208523.44,960052.07,Good,2,0,86.52,0.2799,756,Medium
103156,30,Female,Married,0,Postgraduate,Salaried,78255.02,971300.18,Yes,793598.95,19412.93,0.2481,370527.39,379792.41,2204743.06,Good,1,0,71.82,0.5384,668,High
103157,65,Male,Single,3,Graduate,Salaried,41089.57,533872.66,No,0.0,10413.34,0.2534,702388.43,387378.8,1574458.36,Average,5,1,72.02,0.5064,591,High
103158,35,Male,Married,1,Postgraduate,Salaried,74247.6,928849.83,No,0.0,23867.28,0.3215,344302.66,410459.58,184360.77,Average,0,1,84.84,0.097,676,High
103159,23,Female,Married,1,Undergraduate,Salaried,76974.01,906763.19,No,0.0,15850.51,0.2059,111985.03,85489.9,27694633.12,Average,4,0,100.0,0.2831,734,Medium
103160,31,Female,Single,3,Undergraduate,Salaried,69323.17,807372.29,Yes,622378.03,22109.4,0.3189,2186277.14,1677652.91,2449679.57,Good,3,0,78.89,0.2364,703,High
103161,37,Male,Divorced,3,Undergraduate,Business,24930.91,286534.32,No,0.0,17841.63,0.7156,221692.89,240978.47,2885155.07,Good,2,0,72.33,0.5629,671,High
103162,43,Female,Single,0,Graduate,Self-employed,113888.7,1305630.86,No,0.0,48412.92,0.4251,297063.43,227265.03,2220173.87,Good,2,0,87.04,0.3032,726,High
103163,44,Male,Married,2,Postgraduate,Salaried,76688.48,934768.24,Yes,33417.07,19341.02,0.2522,141025.5,97253.92,1596228.07,Good,2,1,55.28,0.4522,635,High
103164,45,Male,Married,0,Undergraduate,Self-employed,82506.28,919688.3,No,0.0,19118.64,0.2317,33851.93,20185.41,2051978.25,Good,2,0,87.23,0.4097,742,Medium
103165,32,Male,Single,3,Graduate,Business,148750.78,1796520.39,Yes,115208.32,55970.79,0.3763,42751.17,35634.74,5145144.27,Good,1,0,92.33,0.209,730,High
